,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback
348,348,59,42415,1.79,22.77,,,,,Nishioka,Bounce,
349,349,60,43170,4.95,17.6,,,,,Nishioka,Bounce,
350,350,60,43180,4,26.68,7.12,-0.4,2.65,26.68,Nishioka,Hit,Fore
351,351,60,43217,9.82,3.66,,,,,Nishioka,Bounce,
352,352,61,47162,6.06,16.96,,,,,Nakashima,Bounce,
353,353,61,47172,6.16,24.46,5.18,0,7.44,24.46,Nakashima,Hit,Back
354,354,61,47211,7.69,9.82,,,,,Nakashima,Bounce,
355,355,61,47235,8.32,5.81,7.57,5.81,4.94,23.96,Nakashima,Hit,Back
356,356,61,47273,8.58,21.31,,,,,Nakashima,Bounce,
357,357,61,47278,8.99,21.76,6.51,6.57,7.91,21.76,Nakashima,Hit,Fore
358,358,61,47299,,,,,,,Nakashima,NoBounce,
359,359,61,47300,5.54,6.4,6.32,6.4,8.05,22.7,Nakashima,Hit,Fore
360,360,61,47335,3.09,16.04,,,,,Nakashima,Bounce,
361,361,61,47359,1.82,16.86,4.85,3.44,2.57,16.86,Nakashima,Hit,Back
362,362,62,47893,4.5,16.74,,,,,Nakashima,Bounce,
363,363,62,47903,3.07,23.87,7.33,-0.74,2.24,23.87,Nakashima,Hit,Fore
364,364,62,47932,7.92,3.1,,,,,Nakashima,Bounce,
365,365,62,47944,9.26,-1.24,7.68,-1.24,4.29,24.28,Nakashima,Hit,Back
366,366,62,47973,0.88,23.06,,,,,Nakashima,Bounce,
367,367,63,48427,8.75,16.52,,,,,Nakashima,Bounce,
368,368,63,48436,10.59,23.72,5.23,-0.37,9.22,23.72,Nakashima,Hit,Fore
369,369,64,48898,2.58,16.41,,,,,Nakashima,Bounce,
370,370,64,48910,-0.68,23.77,7.36,-0.08,1.06,23.77,Nakashima,Hit,Back
371,371,64,48943,4,3.68,,,,,Nakashima,Bounce,
372,372,64,48959,4.98,0,5.68,0,3.76,23.35,Nakashima,Hit,Fore
373,373,64,48978,8.12,18.65,,,,,Nakashima,Bounce,
374,374,64,48989,9.48,24.81,5.87,3.48,7.37,24.81,Nakashima,Hit,Fore
375,375,64,49023,,,,,,,Nakashima,NoBounce,
376,376,64,49028,6.21,8.43,5.2,8.43,11.82,26.5,Nakashima,Hit,Back
377,377,64,49059,2.75,18.87,,,,,Nakashima,Bounce,
378,378,65,49541,6.57,15.92,,,,,Nakashima,Bounce,
379,379,65,49555,6.98,24.34,5.22,-0.87,7.73,24.34,Nakashima,Hit,Back
380,380,65,49579,4.6,5.64,,,,,Nakashima,Bounce,
381,381,65,49598,3.78,-0.88,4.46,-0.88,5.87,24.04,Nakashima,Hit,Fore
382,382,65,49643,2.17,21.68,,,,,Nakashima,Bounce,
383,383,65,49657,1.14,24.89,6.25,-2.44,2.34,24.89,Nakashima,Hit,Back
384,384,65,49684,9.29,2.1,,,,,Nakashima,Bounce,
385,385,65,49694,11.33,-3.03,9.75,-3.03,3.42,24.86,Nakashima,Hit,Back
386,386,65,49730,8.07,20.51,,,,,Nakashima,Bounce,
387,387,65,49740,8,24.43,9.63,-3.4,6.56,24.43,Nakashima,Hit,Fore
388,388,65,49761,3.21,5.35,,,,,Nakashima,Bounce,
389,389,65,49785,1.83,-4.56,2.08,-4.56,6.68,23.19,Nakashima,Hit,Fore
390,390,65,49847,6.08,19.13,,,,,Nakashima,Bounce,
391,391,65,49872,6.81,22.75,5.05,-3.13,5.49,22.75,Nakashima,Hit,Fore
392,392,65,49888,3,6.13,,,,,Nakashima,Bounce,
393,393,65,49907,1.7,-37.36,-18.17,-37.36,-18.17,-37.36,Nakashima,Hit,Fore
394,394,65,49938,2.93,17.29,,,,,Nakashima,Bounce,
395,395,65,49952,3.44,22.23,3.6,-3.09,4.57,22.23,Nakashima,Hit,Back
396,396,65,49992,9.96,7.4,,,,,Nakashima,Bounce,
397,397,66,50937,1.6,6.09,,,,,Nishioka,Bounce,
398,398,66,50949,-1.58,-1.76,0.14,-1.76,6.4,23.52,Nishioka,Hit,Fore
399,399,66,50983,7.88,20.29,,,,,Nishioka,Bounce,
400,400,66,50994,10.16,24.01,2.67,-1.94,8.48,24.01,Nishioka,Hit,Fore
401,401,66,51019,8.11,-1.71,,,,,Nishioka,Bounce,
402,402,67,51631,8.08,6.45,,,,,Nishioka,Bounce,
403,403,67,51643,11.54,-2.57,9.18,-2.57,4.16,23.62,Nishioka,Hit,Back
404,404,67,51677,6.33,18.77,,,,,Nishioka,Bounce,
405,405,67,51688,5.62,23.14,6.36,-3.11,4.48,23.14,Nishioka,Hit,Fore
406,406,67,51707,2.03,2.95,,,,,Nishioka,Bounce,
407,407,67,51727,0.76,-4.5,1.86,-4.5,4.99,19.69,Nishioka,Hit,Fore
408,408,69,52644,1.98,7.07,,,,,Nishioka,Bounce,
409,409,69,52656,-1.51,-1.22,0.79,-1.22,6.57,23.2,Nishioka,Hit,Fore
410,410,69,52687,5.37,19.64,,,,,Nishioka,Bounce,
411,411,69,52699,6.84,23.53,0.33,-0.73,5.41,23.53,Nishioka,Hit,Fore
412,412,69,52723,7.58,1.11,,,,,Nishioka,Bounce,
413,413,69,52734,8.31,-4.06,6.75,-4.06,5.51,21.37,Nishioka,Hit,Back
414,414,70,53341,9.05,6.13,,,,,Nishioka,Bounce,
415,415,70,53354,11.54,-1.82,10.01,-1.82,4.07,23.48,Nishioka,Hit,Back
416,416,70,53386,5.84,17.2,,,,,Nishioka,Bounce,
417,417,70,53402,4.5,21.56,7.04,-3.04,3.53,21.56,Nishioka,Hit,Fore
418,418,70,53422,2.9,0.85,,,,,Nishioka,Bounce,
419,419,70,53430,2.01,-4.01,3.39,-4.01,4.04,19.13,Nishioka,Hit,Fore
420,420,70,53455,,,,,,,Nishioka,NoBounce,
421,421,70,53458,5.31,17.11,1.67,-5.05,4.79,17.11,Nishioka,Hit,Fore
422,422,70,53478,7.4,3.13,,,,,Nishioka,Bounce,
423,423,70,53494,8.61,-2.98,7.23,-2.98,5.39,15.32,Nishioka,Hit,Back
424,424,70,53529,9.3,24.14,,,,,Nishioka,Bounce,
425,425,71,54253,2.94,6.56,,,,,Nishioka,Bounce,
426,426,71,54266,0.12,-1.98,1.57,-1.98,6.71,23.48,Nishioka,Hit,Fore
427,427,71,54291,6.55,16.47,,,,,Nishioka,Bounce,
428,428,71,54307,8.74,22.69,3.97,-2.79,7.71,22.69,Nishioka,Hit,Fore
429,429,71,54328,2.37,2.58,,,,,Nishioka,Bounce,
430,430,71,54339,-0.11,-2.01,1.55,-2.01,6.68,23.11,Nishioka,Hit,Fore
431,431,71,54379,4.98,18.91,,,,,Nishioka,Bounce,
432,432,71,54393,6.09,22.81,4.15,-3.11,4.86,22.81,Nishioka,Hit,Fore
433,433,71,54418,1.47,-1.72,,,,,Nishioka,Bounce,
434,434,73,55863,8.98,6.13,,,,,Nishioka,Bounce,
435,435,73,55877,11.72,-3.11,9.92,-3.11,4.14,23.76,Nishioka,Hit,Back
436,436,73,55908,3.64,19.98,,,,,Nishioka,Bounce,
437,437,73,55918,1.86,23.27,7.81,-2.74,3.11,23.27,Nishioka,Hit,Back
438,438,73,55939,3.7,5.81,,,,,Nishioka,Bounce,
439,439,73,55957,3.8,-1.78,4.8,-1.78,5.06,23.65,Nishioka,Hit,Fore
440,440,73,56000,2.79,22.05,,,,,Nishioka,Bounce,
441,441,73,56010,2.33,25.15,6.3,-1.88,3.5,25.15,Nishioka,Hit,Back
442,442,73,56037,1.09,1.44,,,,,Nishioka,Bounce,
443,443,75,58615,2.32,5.99,,,,,Nishioka,Bounce,
444,444,75,58628,-1.1,-3.07,0.65,-3.07,6.51,23.56,Nishioka,Hit,Fore
445,445,75,58665,9.78,17.95,,,,,Nishioka,Bounce,
446,446,75,58682,13.24,23.46,3.6,-2.64,11.15,23.46,Nishioka,Hit,Fore
447,447,75,58707,0.4,1.86,,,,,Nishioka,Bounce,
448,448,76,59374,9.06,6.45,,,,,Nishioka,Bounce,
449,449,76,59388,12.8,-4.21,10.73,-4.21,4.03,23.21,Nishioka,Hit,Back
450,450,77,59809,2.12,6.61,,,,,Nishioka,Bounce,
451,451,77,59823,-1.22,-3.35,0.15,-3.35,6.51,23.73,Nishioka,Hit,Fore
452,452,77,59852,6.52,16.54,,,,,Nishioka,Bounce,
453,453,77,59869,9.18,21.55,3.13,-3.7,7.74,21.55,Nishioka,Hit,Fore
454,454,77,59889,9.35,0.68,,,,,Nishioka,Bounce,
455,455,78,60394,8.71,6.54,,,,,Nishioka,Bounce,
456,456,78,60407,11.67,-4.05,10.02,-4.05,4.17,23.8,Nishioka,Hit,Back
457,457,79,66736,5.31,7.43,,,,,Nakashima,Bounce,
458,458,79,66750,5.66,-1.87,4.09,-1.87,6,23.12,Nakashima,Hit,Back
459,459,79,66807,4.7,21.43,,,,,Nakashima,Bounce,
460,460,79,66829,4.37,23.56,5.85,-1.89,5.43,23.56,Nakashima,Hit,Back
461,461,79,66848,7.45,2.21,,,,,Nakashima,Bounce,
462,462,79,66857,8.64,-2.11,7.84,-2.11,5.87,20.92,Nakashima,Hit,Back
463,463,79,66877,,,,,,,Nakashima,NoBounce,
464,464,79,66880,5.48,18.64,7.26,-1.6,6.25,18.64,Nakashima,Hit,Back
465,465,79,66909,1.25,0.98,,,,,Nakashima,Bounce,
466,466,80,67378,9.03,3.73,,,,,Nakashima,Bounce,
467,467,81,67659,8.86,6.5,,,,,Nakashima,Bounce,
468,468,81,67669,11.59,0.71,9.73,0.71,3.82,23.7,Nakashima,Hit,Back
469,469,81,67692,2.96,22.14,,,,,Nakashima,Bounce,
470,470,81,67696,2.31,23.95,9.61,0.69,3.29,23.95,Nakashima,Hit,Back
471,471,81,67723,2.31,1.93,,,,,Nakashima,Bounce,
472,472,83,68456,4.96,6.14,,,,,Nakashima,Bounce,
473,473,83,68467,4.86,0,3.78,0,5.69,23.69,Nakashima,Hit,Back
474,474,83,68488,4.37,19.76,,,,,Nakashima,Bounce,
475,475,83,68494,4.15,24.51,5.67,-0.86,5.35,24.51,Nakashima,Hit,Back
476,476,83,68525,6.45,1.78,,,,,Nakashima,Bounce,
477,477,83,68533,6.87,-2.14,6.44,-2.14,5.46,25.58,Nakashima,Hit,Back
478,478,83,68559,8.21,19.73,,,,,Nakashima,Bounce,
479,479,83,68572,9.01,25.78,4.61,-2.39,8.07,25.78,Nakashima,Hit,Fore
480,480,83,68603,4.32,0.33,,,,,Nakashima,Bounce,
481,481,83,68609,3.9,-1.76,4.91,-1.76,6.86,25.75,Nakashima,Hit,Fore
482,482,83,68633,7.78,19.26,,,,,Nakashima,Bounce,
483,483,83,68646,9.4,25.38,4.96,-2.21,8.4,25.38,Nakashima,Hit,Fore
484,484,83,68672,2.8,2.57,,,,,Nakashima,Bounce,
485,485,83,68682,1.61,-1.76,2.57,-1.76,-18.63,-37.87,Nakashima,Hit,Fore
486,486,85,69409,6.94,6.03,,,,,Nakashima,Bounce,
487,487,85,69419,8.72,0.17,9.28,0.17,4.03,23.41,Nakashima,Hit,Fore
488,488,85,69440,7.88,20.17,,,,,Nakashima,Bounce,
489,489,85,69448,7.72,25.31,8.7,-0.54,6.85,25.31,Nakashima,Hit,Fore
490,490,85,69480,3.52,2.18,,,,,Nakashima,Bounce,
491,491,85,69486,2.85,-0.34,4.18,-0.34,7.17,25.81,Nakashima,Hit,Fore
492,492,85,69517,0.92,24.02,,,,,Nakashima,Bounce,
493,493,86,69996,2.71,6.54,,,,,Nakashima,Bounce,
494,494,86,70006,0.72,-0.64,2.31,-0.64,5.72,22.98,Nakashima,Hit,Fore
495,495,86,70032,6.82,16.43,,,,,Nakashima,Bounce,
496,496,86,70047,8.87,22.45,4.05,-1.05,8.22,22.45,Nakashima,Hit,Fore
497,497,86,70079,8.26,3.15,,,,,Nakashima,Bounce,
498,498,86,70092,8.8,-0.31,8.09,-0.31,6.77,16.88,Nakashima,Hit,Back
499,499,88,71166,6.15,16.8,,,,,Nishioka,Bounce,
500,500,88,71176,7.43,23.86,4.65,-0.35,8.34,23.86,Nishioka,Hit,Back
501,501,88,71220,9.03,5.34,,,,,Nishioka,Bounce,
502,502,88,71237,10.62,3.16,9.14,3.16,4.75,25.48,Nishioka,Hit,Back
503,503,88,71255,3.45,19.41,,,,,Nishioka,Bounce,
504,504,88,71267,0.66,25.63,10.19,2.93,2.39,25.63,Nishioka,Hit,Back
505,505,90,72136,4.82,17.39,,,,,Nishioka,Bounce,
506,506,90,72151,4.28,27.67,6.77,-0.84,3.63,27.67,Nishioka,Hit,Fore
507,507,90,72179,6.96,3.38,,,,,Nishioka,Bounce,
508,508,90,72191,7.71,-0.84,6.89,-0.84,5.04,26.07,Nishioka,Hit,Back
509,509,91,72904,9.46,16.73,,,,,Nishioka,Bounce,
510,510,91,72914,13.6,25.53,4.29,-0.2,11.92,25.53,Nishioka,Hit,Fore
511,511,91,72980,8.26,6.31,,,,,Nishioka,Bounce,
512,512,91,73005,8.86,6.58,7.6,6.58,7.61,25.35,Nishioka,Hit,Back
513,513,91,73020,1.9,20.53,,,,,Nishioka,Bounce,
514,514,93,73915,2.3,17.55,,,,,Nishioka,Bounce,
515,515,93,73929,-0.34,27.55,6.75,-0.15,0.97,27.55,Nishioka,Hit,Back
516,516,93,73958,7.77,7.7,,,,,Nishioka,Bounce,
517,517,94,75047,8.63,17.32,,,,,Nishioka,Bounce,
518,518,95,75047,8.72,17.53,,,,,Nishioka,Bounce,
519,519,95,75061,12.82,26.11,4.48,-0.28,10.7,26.11,Nishioka,Hit,Fore
520,520,95,75086,6.43,6.58,,,,,Nishioka,Bounce,
521,521,95,75105,4.96,-0.49,5.91,-0.49,7.9,26.87,Nishioka,Hit,Fore
522,522,95,75128,7.42,18.53,,,,,Nishioka,Bounce,
523,523,95,75146,9.33,26.94,5.29,-0.76,7.95,26.94,Nishioka,Hit,Fore
524,524,95,75169,4.4,5.47,,,,,Nishioka,Bounce,
525,525,95,75186,2.64,-0.74,4.1,-0.74,6.89,26.31,Nishioka,Hit,Fore
526,526,95,75211,6.94,21.05,,,,,Nishioka,Bounce,
527,527,95,75223,8.64,26.46,4.77,-2.44,7.42,26.46,Nishioka,Hit,Fore
528,528,95,75250,4.57,2.99,,,,,Nishioka,Bounce,
529,529,95,75262,3.77,-2.6,5.26,-2.6,6.03,25.74,Nishioka,Hit,Fore
530,530,95,75286,2.57,18.86,,,,,Nishioka,Bounce,
531,531,95,75303,1.48,26.66,6.21,-2.07,3,26.66,Nishioka,Hit,Back
532,532,95,75331,6.71,3.47,,,,,Nishioka,Bounce,
533,533,95,75347,8.58,-1.87,7.22,-1.87,4.33,26.23,Nishioka,Hit,Back
534,534,95,75372,6.85,22.41,,,,,Nishioka,Bounce,
535,535,95,75383,6.93,27.16,6.19,-1.99,6.01,27.16,Nishioka,Hit,Fore
536,536,95,75408,2.98,4.82,,,,,Nishioka,Bounce,
537,537,95,75424,1.63,-1.24,2.95,-1.24,5.79,25.93,Nishioka,Hit,Fore
538,538,95,75452,8.12,22.63,,,,,Nishioka,Bounce,
539,539,95,75460,9.54,25.9,3.24,-2.45,8.38,25.9,Nishioka,Hit,Fore
540,540,95,75491,3.1,0.78,,,,,Nishioka,Bounce,
541,541,95,75500,1.94,-2.84,3.26,-2.84,6.71,25.99,Nishioka,Hit,Fore
542,542,95,75531,7.71,20.55,,,,,Nishioka,Bounce,
543,543,95,75544,9.75,25.11,4.06,-2.65,8.56,25.11,Nishioka,Hit,Fore
544,544,95,75575,6.94,0.64,,,,,Nishioka,Bounce,
545,545,95,75586,6.71,24.75,-15.92,-38.92,6.35,24.75,Nishioka,Hit,Fore
546,546,95,75609,5.31,18.61,,,,,Nishioka,Bounce,
547,547,95,75621,5.02,25.08,5.63,-2.59,5.83,25.08,Nishioka,Hit,Back
548,548,95,75649,6.46,4.44,,,,,Nishioka,Bounce,
549,549,95,75665,7.28,-0.71,6.35,-0.71,5.08,25.97,Nishioka,Hit,Back
550,550,95,75688,3.79,21.72,,,,,Nishioka,Bounce,
551,551,95,75695,3.31,26.38,6.43,0.04,4.5,26.38,Nishioka,Hit,Back
552,552,95,75728,3.24,2.92,,,,,Nishioka,Bounce,
553,553,95,75742,2.87,-1.9,4.49,-1.9,5.67,26.38,Nishioka,Hit,Fore
554,554,95,75760,8.45,18.5,,,,,Nishioka,Bounce,
555,555,95,75775,10.8,26.78,4.26,-0.43,9.42,26.78,Nishioka,Hit,Fore
556,556,95,75836,8.57,1.38,,,,,Nishioka,Bounce,
557,557,95,75862,9.1,-0.64,9.33,-0.64,4.99,27.52,Nishioka,Hit,Fore
558,558,95,75882,2.75,17.26,,,,,Nishioka,Bounce,
559,559,95,75906,-1.16,27.68,7.77,-1.41,0.38,27.68,Nishioka,Hit,Back
560,560,95,75945,6.91,2.03,,,,,Nishioka,Bounce,
561,561,95,75955,8.07,-1.82,8.76,-1.82,3.55,26.57,Nishioka,Hit,Fore
562,562,95,75975,8.34,19.76,,,,,Nishioka,Bounce,
563,563,95,75985,8.77,26.88,7.95,-0.31,7.11,26.88,Nishioka,Hit,Fore
564,564,97,77238,4.96,17.46,,,,,Nishioka,Bounce,
565,565,97,77254,4.65,27.35,6.69,-0.75,3.63,27.35,Nishioka,Hit,Fore
566,566,97,77287,5.61,2.87,,,,,Nishioka,Bounce,
567,567,97,77299,5.9,-1.25,6.91,-1.25,5.65,26.48,Nishioka,Hit,Fore
568,568,97,77321,8.02,18.75,,,,,Nishioka,Bounce,
569,569,97,77337,9.49,26.15,5.86,-1.35,8.14,26.15,Nishioka,Hit,Fore
570,570,97,77366,4.05,0.9,,,,,Nishioka,Bounce,
571,571,97,77373,3.67,-1.14,4.26,-1.14,8.41,25.04,Nishioka,Hit,Fore
572,572,97,77405,7.86,21.65,,,,,Nishioka,Bounce,
573,573,97,77413,8.92,25.04,5.21,-1.89,7.87,25.04,Nishioka,Hit,Fore
574,574,97,77436,3.07,4.06,,,,,Nishioka,Bounce,
575,575,97,77448,1.37,-2.49,2.7,-2.49,6.86,24.98,Nishioka,Hit,Fore
576,576,97,77471,7.35,16.33,,,,,Nishioka,Bounce,
577,577,97,77489,10.58,23.98,3.18,-2.48,9.33,23.98,Nishioka,Hit,Fore
578,578,97,77509,2.03,5.78,,,,,Nishioka,Bounce,
579,579,99,78533,8.98,16.55,,,,,Nishioka,Bounce,
580,580,99,78550,14.2,26.48,4.47,-1.13,11.92,26.48,Nishioka,Hit,Fore
581,581,100,79095,2.5,17.01,,,,,Nishioka,Bounce,
582,582,100,79107,-1.54,27.45,6.69,-0.15,0.92,27.45,Nishioka,Hit,Back
583,583,100,79149,7.56,4.42,,,,,Nishioka,Bounce,
584,584,100,79159,9.19,1.36,7.8,1.36,3.19,26.65,Nishioka,Hit,Back
585,585,100,79177,8.55,19.27,,,,,Nishioka,Bounce,
586,586,100,79191,9.14,26.61,6.67,3.37,7.98,26.61,Nishioka,Hit,Fore
587,587,100,79231,,,,,,,Nishioka,NoBounce,
588,588,100,79238,9.2,6.97,7.39,6.97,7.09,25.76,Nishioka,Hit,Back
589,589,100,79249,3.87,17.21,,,,,Nishioka,Bounce,
590,590,101,84282,7.07,17.75,,,,,Nakashima,Bounce,
591,591,101,84291,7.86,24.54,5.17,-0.37,8.39,24.54,Nakashima,Hit,Back
592,592,101,84312,3.44,5.48,,,,,Nakashima,Bounce,
593,593,101,84325,2,-0.99,3.04,-0.99,7.02,24.21,Nakashima,Hit,Fore
594,594,101,84366,5.76,22.45,,,,,Nakashima,Bounce,
595,595,101,84377,6.36,25.57,5.11,-3,5.23,25.57,Nakashima,Hit,Fore
596,596,101,84403,1.99,5.22,,,,,Nakashima,Bounce,
597,597,101,84423,0.29,-1.76,1.25,-1.76,6.04,25.15,Nakashima,Hit,Fore
598,598,101,84458,4.2,19.23,,,,,Nakashima,Bounce,
599,599,101,84470,4.92,23.22,4.13,-2.22,5.79,23.22,Nakashima,Hit,Back
600,600,101,84506,2.68,3.66,,,,,Nakashima,Bounce,
601,601,101,84520,1.96,-0.18,2.76,-0.18,6.27,23.86,Nakashima,Hit,Fore
602,602,101,84555,3.53,19.46,,,,,Nakashima,Bounce,
603,603,101,84565,3.5,23.31,5.01,-2.17,4.41,23.31,Nakashima,Hit,Back
604,604,102,84998,1.89,16.82,,,,,Nakashima,Bounce,
605,605,102,85009,-1.92,23.71,7.61,-0.49,0.16,23.71,Nakashima,Hit,Back
606,606,102,85031,7.65,5.36,,,,,Nakashima,Bounce,
607,607,102,85043,10.38,-0.08,9.26,-0.08,1.11,23.79,Nakashima,Hit,Back
608,608,103,85526,6.04,17.24,,,,,Nakashima,Bounce,
609,609,103,85536,6.38,24.42,5.01,-0.49,7.55,24.42,Nakashima,Hit,Back
610,610,103,85565,6.8,7.27,,,,,Nakashima,Bounce,
611,611,103,85582,7.53,2.45,6.55,2.45,5.3,24.6,Nakashima,Hit,Back
612,612,103,85625,2.56,21.97,,,,,Nakashima,Bounce,
613,613,103,85641,1.6,25.03,6.37,-0.74,2.76,25.03,Nakashima,Hit,Back
614,614,103,85674,9.49,-2.02,,,,,Nakashima,Bounce,
615,615,105,86490,2.43,16.68,,,,,Nakashima,Bounce,
616,616,105,86503,-1.03,22.6,7.48,-0.9,0.73,22.6,Nakashima,Hit,Back
617,617,105,86523,6.97,5.53,,,,,Nakashima,Bounce,
618,618,105,86537,9.87,-0.5,8.55,-0.5,1.96,23.09,Nakashima,Hit,Back
619,619,106,87267,7.27,16.37,,,,,Nakashima,Bounce,
620,620,106,87277,8.69,24.47,5.19,0.25,8.89,24.47,Nakashima,Hit,Back
621,621,106,87300,6.83,4.75,,,,,Nakashima,Bounce,
622,622,106,87312,6.6,-0.76,5.74,-0.76,7.78,24.32,Nakashima,Hit,Back
623,623,106,87340,3.68,19.72,,,,,Nakashima,Bounce,
624,624,106,87352,2.87,24.81,6.19,-2.48,3.85,24.81,Nakashima,Hit,Back
625,625,106,87376,7.37,2.55,,,,,Nakashima,Bounce,
626,626,106,87386,8.54,-2.33,7.34,-2.33,4.21,24.86,Nakashima,Hit,Back
627,627,106,87419,4.66,21.92,,,,,Nakashima,Bounce,
628,628,106,87427,4.14,24.97,5.8,-3.03,4.95,24.97,Nakashima,Hit,Back
629,629,106,87456,2.69,1.38,,,,,Nakashima,Bounce,
630,630,106,87469,2.1,-3.06,3.43,-3.06,6.17,24.84,Nakashima,Hit,Fore
631,631,106,87498,6.92,18.7,,,,,Nakashima,Bounce,
632,632,106,87512,8.63,24.41,4.6,-2.71,7.11,24.41,Nakashima,Hit,Fore
633,633,106,87536,3.53,6,,,,,Nakashima,Bounce,
634,634,106,87555,1.62,-1.44,2.42,-1.44,6.35,24.74,Nakashima,Hit,Fore
635,635,106,87595,6.45,19.54,,,,,Nakashima,Bounce,
636,636,106,87605,7.26,23.09,4.66,-2.3,5.89,23.09,Nakashima,Hit,Fore
637,637,106,87628,9.46,0.71,,,,,Nakashima,Bounce,
638,638,107,88133,3.62,16.82,,,,,Nakashima,Bounce,
639,639,107,88143,1.26,23.92,7.26,0.88,2.44,23.92,Nakashima,Hit,Back
640,640,107,88178,3.03,3.43,,,,,Nakashima,Bounce,
641,641,107,88196,2.93,-1.1,4.07,-1.1,5.89,24.86,Nakashima,Hit,Fore
642,642,107,88218,1.93,21.79,,,,,Nakashima,Bounce,
643,643,108,88724,6.36,15.44,,,,,Nakashima,Bounce,
644,644,108,88739,7.21,24.36,5.48,-1.13,7.92,24.36,Nakashima,Hit,Back
645,645,108,88765,8.14,1.59,,,,,Nakashima,Bounce,
646,646,108,88773,8.63,-2.61,7.71,-2.61,6.02,24.36,Nakashima,Hit,Back
647,647,108,88798,6.43,16,,,,,Nakashima,Bounce,
648,648,108,88815,5.65,22.93,6.21,-3.94,4.78,22.93,Nakashima,Hit,Fore
649,649,108,88836,2.24,1.41,,,,,Nakashima,Bounce,
650,650,108,88848,1.01,-5.16,2.32,-5.16,4.75,19.89,Nakashima,Hit,Fore
651,651,108,88868,,,,,,,Nakashima,NoBounce,
652,652,108,88874,6.9,17.16,0.77,-5.43,6.02,17.16,Nakashima,Hit,Fore
653,653,108,88906,7.45,6.23,,,,,Nakashima,Bounce,
654,654,108,88929,8.12,3.42,7.27,3.42,5.8,16.44,Nakashima,Hit,Back
655,655,108,88956,2.43,15.64,,,,,Nakashima,Bounce,
656,656,108,88959,1.93,16.26,7.64,4.06,3.47,16.26,Nakashima,Hit,Back
657,657,108,88988,8.84,7.49,,,,,Nakashima,Bounce,
658,658,109,89789,4.98,18,,,,,Nakashima,Bounce,
659,659,109,89797,4.24,24.19,7.17,-0.33,2.53,24.19,Nakashima,Hit,Fore
660,660,110,90348,8.88,17.63,,,,,Nakashima,Bounce,
661,661,110,90358,11.42,23.91,4.88,-0.52,9.4,23.91,Nakashima,Hit,Fore
662,662,110,90399,5.43,4.21,,,,,Nakashima,Bounce,
663,663,110,90426,5.17,-1.15,4.04,-1.15,6.34,25.36,Nakashima,Hit,Back
664,664,112,91611,2.42,15.28,,,,,Nakashima,Bounce,
665,665,112,91623,-0.62,22.33,7.29,-0.99,1.43,22.33,Nakashima,Hit,Back
666,666,113,92268,5.68,16.94,,,,,Nakashima,Bounce,
667,667,113,92278,5.78,24.27,5.42,-0.5,7.24,24.27,Nakashima,Hit,Back
668,668,113,92319,7.01,3.59,,,,,Nakashima,Bounce,
669,669,113,92334,8.6,0.65,7.27,0.65,5.34,24.89,Nakashima,Hit,Back
670,670,113,92357,8.64,20.63,,,,,Nakashima,Bounce,
671,671,113,92367,9.17,25.87,6.42,-1.59,7.92,25.87,Nakashima,Hit,Fore
672,672,113,92394,3.34,1.48,,,,,Nakashima,Bounce,
673,673,113,92401,2.76,-1.69,3.36,-1.69,8.2,26.06,Nakashima,Hit,Fore
674,674,113,92440,7.18,21.69,,,,,Nakashima,Bounce,
675,675,113,92453,8.72,26.59,5.19,-2.34,7.17,26.59,Nakashima,Hit,Fore
676,676,114,92969,4.34,16.58,,,,,Nakashima,Bounce,
677,677,114,92979,2.48,23.92,6.76,-0.25,1.95,23.92,Nakashima,Hit,Fore
678,678,114,93000,5.29,3.39,,,,,Nakashima,Bounce,
679,679,114,93010,5.99,-0.74,6.64,-0.74,3.14,23.46,Nakashima,Hit,Fore
680,680,114,93036,7.05,22.19,,,,,Nakashima,Bounce,
681,681,114,93040,7.33,24.51,5.8,-1.88,6.27,24.51,Nakashima,Hit,Fore
682,682,115,94486,9.15,16.5,,,,,Nishioka,Bounce,
683,683,115,94497,13.45,24.91,4.24,-0.15,11.41,24.91,Nishioka,Hit,Fore
684,684,115,94552,8.97,0.59,,,,,Nishioka,Bounce,
685,685,115,94571,9.48,-1.84,8.01,-1.84,5.67,25.72,Nishioka,Hit,Back
686,686,115,94598,3.92,19.83,,,,,Nishioka,Bounce,
687,687,115,94613,2.34,27.37,6.78,-2.56,3.64,27.37,Nishioka,Hit,Back
688,688,115,94642,7.42,4.16,,,,,Nishioka,Bounce,
689,689,115,94655,9.1,-1.58,7.79,-1.58,4.82,26.34,Nishioka,Hit,Back
690,690,115,94674,6.43,18.94,,,,,Nishioka,Bounce,
691,691,115,94686,6.02,26.24,7.16,-1.5,5.1,26.24,Nishioka,Hit,Fore
692,692,115,94714,5.77,2.44,,,,,Nishioka,Bounce,
693,693,115,94725,5.74,-1.39,5.13,-1.39,5.66,26.4,Nishioka,Hit,Back
694,694,115,94755,6.35,22.22,,,,,Nishioka,Bounce,
695,695,115,94766,6.73,26.74,5.16,-2.71,5.72,26.74,Nishioka,Hit,Fore
696,696,115,94795,9.36,2.32,,,,,Nishioka,Bounce,
697,697,115,94807,10.48,-3.13,8.99,-3.13,5.07,25.03,Nishioka,Hit,Back
