,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback
1889,1889,291,250296,-1.42,-0.51,0.53,-0.51,6.29,23.08,Nishioka,Hit,Fore
1890,1890,291,250337,7.25,18.75,,,,,Nishioka,Bounce,
1891,1891,291,250355,9.58,21.9,3.79,-3.12,8.24,21.9,Nishioka,Hit,Fore
1892,1892,291,250374,3.22,6.54,,,,,Nishioka,Bounce,
1893,1893,291,250394,-0.8,-3.4,0.54,-3.4,7.2,22.81,Nishioka,Hit,Fore
1894,1894,291,250436,4.36,17.52,,,,,Nishioka,Bounce,
1895,1895,291,250449,4.96,21.4,3.82,-2.04,3.42,21.4,Nishioka,Hit,Fore
1896,1896,291,250469,2.1,2.17,,,,,Nishioka,Bounce,
1897,1897,293,251346,8.84,6.46,,,,,Nishioka,Bounce,
1898,1898,293,251357,11.1,-1.07,9.32,-1.07,4.13,23.22,Nishioka,Hit,Back
1899,1899,294,251879,2.15,7.08,,,,,Nishioka,Bounce,
1900,1900,294,251890,-0.8,-2.54,0.85,-2.54,6.56,23.14,Nishioka,Hit,Fore
1901,1901,295,252403,7.85,7.4,,,,,Nishioka,Bounce,
1902,1902,295,252414,10.39,-1.82,9.02,-1.82,4.05,23.31,Nishioka,Hit,Back
1903,1903,297,255943,4.16,7.14,,,,,Nakashima,Bounce,
1904,1904,297,255957,3.55,0,2.74,0,5.61,24.47,Nakashima,Hit,Back
1905,1905,297,255981,3.47,19.97,,,,,Nakashima,Bounce,
1906,1906,297,255993,3.2,26.09,5.28,-1.39,4.51,26.09,Nakashima,Hit,Back
1907,1907,297,256019,3.92,5.85,,,,,Nakashima,Bounce,
1908,1908,297,256036,3.94,-1.88,5.21,-1.88,5.84,26.26,Nakashima,Hit,Fore
1909,1909,299,256815,7.11,7.51,,,,,Nakashima,Bounce,
1910,1910,299,256829,9.63,-0.3,8.39,-0.3,3.95,23.85,Nakashima,Hit,Back
1911,1911,299,256857,3.26,23.3,,,,,Nakashima,Bounce,
1912,1912,299,256866,2.06,26.24,6.99,-0.15,3.22,26.24,Nakashima,Hit,Back
1913,1913,299,256901,6.91,1.09,,,,,Nakashima,Bounce,
1914,1914,299,256912,8.12,-2.39,8.62,-2.39,4.95,26.38,Nakashima,Hit,Fore
1915,1915,299,256939,6.74,20.54,,,,,Nakashima,Bounce,
1916,1916,299,256952,6.76,26.41,7.64,-3.07,5.47,26.41,Nakashima,Hit,Fore
1917,1917,300,257535,4.81,7.13,,,,,Nakashima,Bounce,
1918,1918,300,257549,4.65,-2.64,3.99,-2.64,5.95,23.19,Nakashima,Hit,Back
1919,1919,300,257579,5.43,20.44,,,,,Nakashima,Bounce,
1920,1920,300,257593,5.62,25.8,5.17,-2.29,6.64,25.8,Nakashima,Hit,Back
1921,1921,300,257621,7.22,2.47,,,,,Nakashima,Bounce,
1922,1922,300,257630,8.01,-2.11,6.91,-2.11,5.35,25.56,Nakashima,Hit,Back
1923,1923,301,258248,8.07,7.74,,,,,Nakashima,Bounce,
1924,1924,301,258260,11.5,-1.3,10.1,-1.3,3.83,23.13,Nakashima,Hit,Back
1925,1925,301,258288,4.62,21.81,,,,,Nakashima,Bounce,
1926,1926,301,258294,3.86,24.74,8.91,-1.29,3.28,24.74,Nakashima,Hit,Fore
1927,1927,301,258323,3.57,2.15,,,,,Nakashima,Bounce,
1928,1928,301,258334,3.34,-1.85,4.21,-1.85,4.65,25.46,Nakashima,Hit,Fore
1929,1929,301,258367,8.39,17.15,,,,,Nakashima,Bounce,
1930,1930,301,258389,11.26,25.01,4.44,-2.5,9.46,25.01,Nakashima,Hit,Fore
1931,1931,301,258413,2.94,3.27,,,,,Nakashima,Bounce,
1932,1932,301,258426,0.8,-1.22,1.94,-1.22,8.4,24.33,Nakashima,Hit,Fore
1933,1933,301,258454,8.1,21.65,,,,,Nakashima,Bounce,
1934,1934,301,258462,9.53,25.01,2.9,-2.37,8.56,25.01,Nakashima,Hit,Fore
1935,1935,301,258491,5.63,2.91,,,,,Nakashima,Bounce,
1936,1936,301,258505,4.62,-1.24,3.96,-1.24,6.09,25.89,Nakashima,Hit,Back
1937,1937,301,258527,3.71,19.63,,,,,Nakashima,Bounce,
1938,1938,301,258539,3.1,26.76,4.91,-0.85,4.14,26.76,Nakashima,Hit,Back
1939,1939,301,258569,6.57,3.26,,,,,Nakashima,Bounce,
1940,1940,301,258581,7.39,-0.59,6.29,-0.59,5.01,26.95,Nakashima,Hit,Back
1941,1941,301,258606,2.21,22.67,,,,,Nakashima,Bounce,
1942,1942,301,258614,1.13,26.99,6.35,-1.1,2.21,26.99,Nakashima,Hit,Back
1943,1943,301,258655,8.5,5.49,,,,,Nakashima,Bounce,
1944,1944,301,258670,11.05,-0.11,9.36,-0.11,4.19,26.63,Nakashima,Hit,Back
1945,1945,303,259661,3.9,7.61,,,,,Nakashima,Bounce,
1946,1946,303,259676,2.88,0.05,2.4,0.05,5.65,24.46,Nakashima,Hit,Back
1947,1947,303,259702,4.72,23.53,,,,,Nakashima,Bounce,
1948,1948,303,259706,4.92,25.72,4.09,-0.4,5.73,25.72,Nakashima,Hit,Back
1949,1949,303,259769,8.94,2.07,,,,,Nakashima,Bounce,
1950,1950,303,259804,11.55,-5.01,9.82,-5.01,4.98,25.17,Nakashima,Hit,Back
1951,1951,303,259833,4.98,18.17,,,,,Nakashima,Bounce,
1952,1952,303,259849,3.53,24.24,7.35,-4.44,4.88,24.24,Nakashima,Hit,Back
1953,1953,303,259875,3.42,2.72,,,,,Nakashima,Bounce,
1954,1954,303,259891,3.14,-4.07,4.78,-4.07,5.95,24.14,Nakashima,Hit,Fore
1955,1955,303,259923,8.58,22.54,,,,,Nakashima,Bounce,
1956,1956,303,259932,10.12,26.27,4.35,-3.76,8.52,26.27,Nakashima,Hit,Fore
1957,1957,303,259961,5.31,4.05,,,,,Nakashima,Bounce,
1958,1958,303,259976,4.36,-1.1,5.53,-1.1,6.93,26.52,Nakashima,Hit,Fore
1959,1959,303,259999,7.94,19.58,,,,,Nakashima,Bounce,
1960,1960,303,260014,9.64,26.79,5.06,-1.57,8.16,26.79,Nakashima,Hit,Fore
1961,1961,303,260042,5.6,2.84,,,,,Nakashima,Bounce,
1962,1962,303,260053,5.02,-1.13,4.24,-1.13,7.14,25.87,Nakashima,Hit,Back
1963,1963,303,260078,4.03,19.78,,,,,Nakashima,Bounce,
1964,1964,303,260091,3.57,26.51,4.92,-2,4.87,26.51,Nakashima,Hit,Back
1965,1965,303,260120,8.62,6.27,,,,,Nakashima,Bounce,
1966,1966,303,260142,11.2,-1.86,9.9,-1.86,4.17,26.01,Nakashima,Hit,Back
1967,1967,303,260172,2.61,22.59,,,,,Nakashima,Bounce,
1968,1968,303,260179,1.26,26.51,8.57,-2.31,2.63,26.51,Nakashima,Hit,Back
1969,1969,304,260950,6.68,5.94,,,,,Nakashima,Bounce,
1970,1970,304,260958,8.17,-1.03,9.06,-1.03,3.9,22.88,Nakashima,Hit,Fore
1971,1971,304,260997,6.59,22.12,,,,,Nakashima,Bounce,
1972,1972,304,261008,6.78,25.28,6.41,-1.59,5.91,25.28,Nakashima,Hit,Fore
1973,1973,304,261037,4.07,2.28,,,,,Nakashima,Bounce,
1974,1974,304,261050,3.54,-2.41,4.6,-2.41,5.83,25.74,Nakashima,Hit,Fore
1975,1975,304,261077,7.36,21.08,,,,,Nakashima,Bounce,
1976,1976,304,261087,8.55,25.22,4.53,-3.33,7.52,25.22,Nakashima,Hit,Fore
1977,1977,304,261112,2.57,5.12,,,,,Nakashima,Bounce,
1978,1978,304,261129,0.46,-1.76,1.92,-1.76,6.56,24.8,Nakashima,Hit,Fore
1979,1979,304,261155,5.74,19.05,,,,,Nakashima,Bounce,
1980,1980,304,261170,7.33,24.9,3.42,-3.18,6.4,24.9,Nakashima,Hit,Fore
1981,1981,304,261192,6.44,4.7,,,,,Nakashima,Bounce,
1982,1982,304,261207,6.16,-1.75,5.64,-1.75,5.44,23.99,Nakashima,Hit,Back
1983,1983,304,261241,7.41,22.93,,,,,Nakashima,Bounce,
1984,1984,304,261249,7.72,25.84,4.64,-2.25,6.62,25.84,Nakashima,Hit,Fore
1985,1985,304,261278,4.43,3.56,,,,,Nakashima,Bounce,
1986,1986,304,261291,3.98,-1.62,4.65,-1.62,5.72,26.08,Nakashima,Hit,Fore
1987,1987,304,261320,8.7,23.42,,,,,Nakashima,Bounce,
1988,1988,304,261327,9.6,26.74,5.42,-1.85,8.37,26.74,Nakashima,Hit,Fore
1989,1989,304,261353,4.01,5.74,,,,,Nakashima,Bounce,
1990,1990,304,261368,2.73,-0.4,3.55,-0.4,7.01,26.18,Nakashima,Hit,Fore
